properties{
  x = 640,
  y = 720,
  width = 1600,
  height = 960,
  min_layer = 0,
  max_layer = 2,
  world = "dungeon_7",
  floor = -2,
  tileset = "dungeon/blue",
  music = "lanayru",
}

tile{
  layer = 0,
  x = 1448,
  y = 632,
  width = 112,
  height = 64,
  pattern = "floor_small.2",
}

tile{
  layer = 0,
  x = 1448,
  y = 632,
  width = 112,
  height = 64,
  pattern = "water.transparent",
}

tile{
  layer = 0,
  x = 1000,
  y = 632,
  width = 112,
  height = 64,
  pattern = "floor_small.2",
}

tile{
  layer = 0,
  x = 1000,
  y = 632,
  width = 112,
  height = 64,
  pattern = "water.transparent",
}

tile{
  layer = 0,
  x = 1000,
  y = 696,
  width = 560,
  height = 112,
  pattern = "floor_small.2",
}

tile{
  layer = 0,
  x = 1000,
  y = 696,
  width = 560,
  height = 112,
  pattern = "water.transparent",
}

tile{
  layer = 0,
  x = 1000,
  y = 504,
  width = 560,
  height = 128,
  pattern = "floor_small.2",
}

tile{
  layer = 0,
  x = 1000,
  y = 504,
  width = 560,
  height = 128,
  pattern = "water.transparent",
}

tile{
  layer = 0,
  x = 1096,
  y = 808,
  width = 128,
  height = 80,
  pattern = "floor_small.2",
}

tile{
  layer = 0,
  x = 1096,
  y = 808,
  width = 128,
  height = 80,
  pattern = "water.transparent",
}

tile{
  layer = 0,
  x = 392,
  y = 232,
  width = 176,
  height = 224,
  pattern = "floor_small.2",
}

tile{
  layer = 0,
  x = 392,
  y = 232,
  width = 176,
  height = 224,
  pattern = "water.transparent",
}

tile{
  layer = 0,
  x = 72,
  y = 232,
  width = 176,
  height = 224,
  pattern = "floor_small.2",
}

tile{
  layer = 0,
  x = 72,
  y = 232,
  width = 176,
  height = 224,
  pattern = "water.transparent",
}

tile{
  layer = 0,
  x = 72,
  y = 72,
  width = 496,
  height = 160,
  pattern = "floor_small.2",
}

tile{
  layer = 0,
  x = 72,
  y = 72,
  width = 496,
  height = 160,
  pattern = "water.transparent",
}

tile{
  layer = 0,
  x = 24,
  y = 744,
  width = 592,
  height = 192,
  pattern = "floor_small.2",
}

tile{
  layer = 0,
  x = 24,
  y = 744,
  width = 592,
  height = 192,
  pattern = "water.transparent",
}

tile{
  layer = 0,
  x = 24,
  y = 504,
  width = 592,
  height = 192,
  pattern = "floor_small.2",
}

tile{
  layer = 0,
  x = 24,
  y = 504,
  width = 592,
  height = 192,
  pattern = "water.transparent",
}

tile{
  layer = 0,
  x = 984,
  y = 24,
  width = 272,
  height = 432,
  pattern = "floor_small.2",
}

tile{
  layer = 0,
  x = 984,
  y = 24,
  width = 272,
  height = 432,
  pattern = "water.transparent",
}

tile{
  layer = 0,
  x = 1000,
  y = 24,
  width = 240,
  height = 16,
  pattern = "wall_hole.1-1",
}

tile{
  layer = 0,
  x = 984,
  y = 40,
  width = 16,
  height = 400,
  pattern = "wall_hole.3-1",
}

tile{
  layer = 0,
  x = 1240,
  y = 40,
  width = 16,
  height = 400,
  pattern = "wall_hole.4-1",
}

tile{
  layer = 0,
  x = 88,
  y = 72,
  width = 464,
  height = 16,
  pattern = "wall_hole.1-1",
}

tile{
  layer = 0,
  x = 72,
  y = 88,
  width = 16,
  height = 352,
  pattern = "wall_hole.3-1",
}

tile{
  layer = 0,
  x = 552,
  y = 88,
  width = 16,
  height = 352,
  pattern = "wall_hole.4-1",
}

tile{
  layer = 0,
  x = 248,
  y = 216,
  width = 144,
  height = 16,
  pattern = "wall_hole.2-1",
}

tile{
  layer = 0,
  x = 232,
  y = 232,
  width = 16,
  height = 208,
  pattern = "wall_hole.4-1",
}

tile{
  layer = 0,
  x = 392,
  y = 232,
  width = 16,
  height = 208,
  pattern = "wall_hole.3-1",
}

tile{
  layer = 0,
  x = 88,
  y = 440,
  width = 144,
  height = 16,
  pattern = "wall_hole.2-1",
}

tile{
  layer = 0,
  x = 408,
  y = 440,
  width = 144,
  height = 16,
  pattern = "wall_hole.2-1",
}

tile{
  layer = 0,
  x = 1000,
  y = 440,
  width = 240,
  height = 16,
  pattern = "wall_hole.2-1",
}

tile{
  layer = 0,
  x = 40,
  y = 504,
  width = 560,
  height = 16,
  pattern = "wall_hole.1-1",
}

tile{
  layer = 0,
  x = 1016,
  y = 504,
  width = 528,
  height = 16,
  pattern = "wall_hole.1-1",
}

tile{
  layer = 0,
  x = 24,
  y = 520,
  width = 16,
  height = 160,
  pattern = "wall_hole.3-1",
}

tile{
  layer = 0,
  x = 600,
  y = 520,
  width = 16,
  height = 160,
  pattern = "wall_hole.4-1",
}

tile{
  layer = 0,
  x = 1000,
  y = 520,
  width = 16,
  height = 272,
  pattern = "wall_hole.3-1",
}

tile{
  layer = 0,
  x = 1544,
  y = 520,
  width = 16,
